coursename,subject,professor,description
AEM2010,Spreadsheet Modeling for Management and Economics,AEM,"Fall, Spring.",{'Donna Haeger'},"This course will be developed as a data-driven, model-based approach to decision-making. Most applications will rely on the standard array of Excel functionality but other platforms (e.g., Access, SQL, presentation software) may be employed. A unique feature of this course will be applications drawn from the diverse program areas of the Dyson School: management; international development/trade; environment/resource economics; and food/agricultural economics. Case material will be contributed by the companies from the DUAC. Key topics will include: Optimization (Solver), Data graphing, Financial modeling, Ethical/social dimensions of IT, Forecasting, Pivot tables, Exponential smoothing, and Simulation.", Provide students with the skills needed to employ spreadsheet modeling techniques for economic and management analysis.
AEM2011,Spreadsheet Modeling for Non-Dyson Majors,AEM,"Fall, Winter, Spring, Summer.",{'Reza Moghimi'},"This course will be developed as a data-driven, model-based approach to decision-making. Most applications will rely on the standard array of Excel functionality but other platforms (e.g., Access, SQL, presentation software) may be employed. A unique feature of this course will be applications drawn from the diverse program areas of the Dyson School: management, international development/trade; environment/resource economics; and food/agricultural economics. Case material will be contributed by the companies from the DUAC. Key topics will include: Optimization (Solver), Data graphing, Financial modeling, Ethical/social dimensions of IT, Forecasting, Pivot tables, Exponential smoothing, and Simulation.", Understand business applications of spreadsheet modeling analysis and decision making. Efficiently organize and retrieve data and datasets. Apply logic when making business decisions. Solve real world business problems using statistical analysis tools. Apply Excel tools and skills for problem solving and decision making using business scenarios. Leverage data tables to run scenarios and conduct what-if analysis. Design and utilize effective and efficient data display with charts and tables. Apply financial impact analysis using loan and investment scenarios. Expand into more complex decision making using multivariable scenarios.
AEM2015,The Business Case for Diversity & Inclusion,AEM,"Fall, Spring.",{'Jennifer Majka'},"Diversity is everywhere. But research and experience show diversity alone does not produce better results. To reap the benefits of diversity, organizational leaders must understand and be prepared to address the challenges of our diverse, interconnected world. One academically proven way to maximize the benefits differences bring to organizations is to combine diversity with cultural intelligence (CQ), the capability to relate and work effectively in culturally diverse situations. This course is designed to cultivate a theoretical and practical understanding and application of the business case for diversity and inclusion, and help develop cultural intelligence for working successfully in today's diverse, globalized reality. This course combines conceptual and experiential approaches to diversity and inclusion in organizations through exercises, case studies, discussions, readings, videos, guest speakers, and group work.", Students will be able to reflect on and evaluate your CQ capabilities. Students will be able to explore concrete ways to strengthen your CQ. Students will be able to apply CQ learnings to class discussions and course assignments. Students will be able to demonstrate an awareness and understanding of the cultural issues that impact business operations in a global society. Students will be able to critically analyze diversity and inclusion issues and challenges in today's diverse and globalized world.
AEM2020,"Better Decisions for Life, Love and Money",AEM,Spring.,"{'J. Russo', 'Robert Frank', ""Ted O'Donoghue"", 'Tom Gilovich', 'William Schulze'}","Effective judgments and decisions are critical to success in every avenue of life. This course will explore research on the principles of sound judgment and decision making, and on the ways in which people's judgments and decisions are prone to bias and error. The course aims to improve students' critical thinking skills and to enable them to make better judgments and decisions in an increasingly complicated world. The course is taught by a team of psychologists and economists who draw on recent research in psychology and behavioral economics that can benefit the lives of students.", Students will be able to make sound decisions. Students will be able to be aware of common biases that plague people's judgments and decisions. Students will be able to critically evaluate empirical evidence. Students will be able to evaluate the effectiveness of new ideas and policies.
AEM2050,Agriculture and Agribusiness Finance,AEM,Spring.,{'Calum Turvey'},"Introductory course which provides an overview of principles and practices of agricultural and development finance, from the perspectives of the business owner, lender, and policymaker. Topics include sources of capital, financing entry into agriculture, financial analysis businesses, capital management, financial statements, credit instruments, loan analysis, and financial risk. Applications in index insurance in developing countries, microfinance, guarantee funds, the Farm Credit System, crop insurance, and risk management."," Students will learn and be able to apply financial concepts to solve financial economic problems in agriculture and development including understanding mortgages, bonds, equity, and other fundamental concepts. Students will gain an introductory knowledge and understanding to financing concepts including time value of money, financial and risk management instruments, among others."
AEM2210,Financial Accounting,AEM,"Fall, Winter, Spring, Summer.",{'James Sinclair'},"Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments.",
AEM2220,Foundational Perspectives and Contemporary Issues in Entrepreneurship,AEM,"Fall, Spring.",{'Robert Karpman'},"This course aims to introduce students to foundational theories and contemporary issues pertaining to entrepreneurship. A primary objective of this course is to broaden students' perspectives on entrepreneurship and the myriad ways that entrepreneurial activity contributes to innovation, economic growth, and society. Students will be introduced to foundational thinking, leading-edge research and key frameworks that address central questions of entrepreneurship. In addition, this course will help students develop a deeper understanding of their own interest in entrepreneurship and how it will help them to advance their careers."," Differentiate the theory and discipline of entrepreneurship versus the practice of entrepreneurship. Articulate the role entrepreneurship plays in society, public policy, and economics. Evaluate potential careers offered in the entrepreneurial arena. Demonstrate innovative and creative thinking."
AEM2225,Financial Accounting For Dyson Majors,AEM,"Fall, Spring.",{'John McKinley'},"Comprehensive introduction to financial accounting concepts and applications. Focuses primarily on recording and communicating financial information for use by external users such as investors, creditors and regulators, and is intended to provide a basic understanding of the accounting cycle, elements of financial statements, Generally Accepted Accounting Principles, and financial statement interpretation. Topics include accounting for inventory, receivables, depreciation, bonds, equity, and cash flows.", Develop effective communication skills in finance. Attain analytical and functional competency in basic business and economic skills. Demonstrate working knowledge of ethics and ability to apply to real world setting. Demonstrate ability to solve practical business problems and make an impact in real world and society. Develop skills to be critical consumers of business information and research. Develop the ability to work with computerized accounting systems.
AEM2240,Finance for Dyson Majors,AEM,Spring.,{'Byoung-Hyoun Hwang'},"Focuses on the mathematics of finance, valuation, and the economics of managerial decisions, corporate financial policy, risk management, and investments. Topics include the time value of money, bond and stock valuation, capital-budgeting decisions, financing alternatives, the cost of capital and the capital-structure decision, distribution policy, mergers and acquisitions and restructuring, options, forward and futures contracts, market efficiency and market anomalies, strategies of successful investors, and personal finance."," Become familiar with the ""Time Value of Money"" and comfortable using that concept and formulas to solve problems in the areas of corporate finance, investments, and personal finance. Become familiar with stock and bond markets and learn the economics and mathematics behind the valuation of bonds, stocks, and firms. Become familiar with modern portfolio theory including the relationship between risk and return, the concept of diversification, the capital asset pricing model, and the arbitrage pricing theory. Become familiar with corporate financial decisions such as whether to accept or reject a project (""Capital Budgeting""), how to finance operations (""Capital Structure""), if and how to make payouts to investors (""Distribution Policy""), and how to analyze potential acquisitions (""Mergers & Acquisitions""). Become familiar with using derivatives as investment and risk management tools. Derivatives covered include options, convertibles, forward and futures contracts, and swaps. Become familiar with the concept of market efficiency and the data in support of the theory. Also become aware of tests suggesting the existence of market anomalies which run counter to the notion of market efficiency. Become aware of some basic investment concepts and strategies. Become aware of some basic personal financial decisions including the use of tax-advantaged retirement accounts such 401(k)'s and IRA's, asset allocation, saving for educational expenses, insurance decisions, and ways to pass assets on to one's heirs. Become aware of current financial and economic events."
AEM2241,Finance,AEM,"Fall, Spring.",{'Rich Curtis'},"This course is a survey of topics in finance. It focuses on the mathematics of finance, valuation, the economics of managerial decisions, corporate financial policy, risk management, investments, and personal finance."," Become familiar with the ""Time Value of Money"" and comfortable using that concept and formulas to solve problems in the areas of corporate finance, investments, and personal finance. Become familiar with stock and bond markets and learn the economics and mathematics behind the valuation of bonds, stocks, and firms. Become familiar with modern portfolio theory including the relationship between risk and return, the concept of diversification, the capital asset pricing model, and the arbitrage pricing theory. Become familiar with corporate financial decisions such as whether to accept or reject a project (""Capital Budgeting""), how to finance operations (""Capital Structure""), if and how to make payouts to investors (""Distribution Policy""), and how to analyze potential acquisitions (""Mergers & Acquisitions""). Become familiar with using derivatives as investment and risk management tools.  Derivatives covered include options, convertibles, forward and futures contracts, and swaps. Become familiar with the concept of market efficiency and the data in support of the theory.  Also become aware of tests suggesting the existence of market anomalies which run counter to the notion of market efficiency. Become aware of some basic investment concepts and strategies. Become aware of some basic personal financial decisions including the use of tax-advantaged retirement accounts such 401(k)'s and IRA's, asset allocation, saving for educational expenses, insurance decisions, and ways to pass assets on to one's heirs. Become aware of current financial and economic events."
AEM2300,International Trade and Finance,AEM,Spring.,{'David Lee'},"One-semester introduction to international economic principles and issues. Begins by surveying key topics such as the elements of comparative advantage, tariff and nontariff barriers, and multilateral institutions. The second part of the course treats selected topics in international finance, including exchange rates, balance of payments, and capital markets. Discusses current issues such as the effects of trade liberalization, trade and economic growth, and instability in international capital markets. Designed as a less technical introduction to concepts developed at a more advanced level in AEM 4300 and ECON 4510-ECON 4520.",
AEM2420,Marketing for Dyson Majors,AEM,Spring.,{'Scott Erickson'},"Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed. Students will complete a marketing plan.",
AEM2480,Food and Consumer Packaged Goods Industry Dynamics,AEM,Spring.,{'Rod Hawkes'},"Covers merchandising principles and practices as they apply to food industry situations. Examines the various elements of merchandising such as buying, pricing, advertising, promotion, display, store layout, profit planning and control, and merchandising strategy. Considers the consequences of food industry trends and initiatives for other industry members, public policy makers, and consumers."," Students will explore the dynamics of food distribution systems and the economic principles that underly food industry dynamics. Student assignments and exams will require finding, evaluating, and ethically using information. Student assignments will require integration of quantitative and qualitative information to propose solutions. Student assignments will be graded for clarity and composition. Students will complete both individual and team assignments."
AEM2601,Strategy,AEM,Spring.,{'Sarah Wolfolds'},"This course analyzes the sources of firms' competitive advantage and develops the knowledge and skills necessary to be an effective strategy analyst. The course is grounded in microeconomic concepts taught in AEM 2600 in terms of discipline, and draws from corporate finance, marketing, human resource management and organization science. This course uses both lecture, discussion and case studies to encourage students to develop skills in formulating strategy in a practical context.",
AEM2700,Management Communication,AEM,"Fall, Spring.",{'David Lennox'},"Management Communication is intended to help you think strategically about communication and aid you in improving your writing, presentation, and interpersonal communication skills as a future manager. We will look at a set of ""best practices"" or guidelines that have been derived from both research and experience, give you the opportunity to put those guidelines into practice, and provide you with feedback on your work to help you strengthen your abilities. More often than not, we will be using a workshop format that will rely heavily on discussion and in-class exercises."," Formulate an effective communication strategy for any message, in any medium, and in any situation. Write clearly, concisely, and convincingly. Create effective presentations that are delivered with confidence and poise. Give and receive feedback that will improve yours and others' communication. Listen for understanding. Work effectively with others in small groups or teams. Identify and negotiate the difference in communication between yourself and people who are not from your culture."
AEM2770,Excursions in Computational Sustainability,AEM,Spring.,"{'Bart Selman', 'Carla Gomes'}","Balancing environmental, economic, and societal needs for a sustainable future encompasses problems of unprecedented size and complexity. Computing and information science can play an important role in addressing critical sustainability challenges faced by present and future generations. The goal of the course is to introduce students to a range of sustainability challenges and to computational methods that can help address such challenges. Sustainability topics include sustainable development, biodiversity and wildlife conservation, poverty mitigation, food security, renewable resources, energy, transportation, and climate change. In the context of these sustainability topics, the course will introduce students to mathematical and computational modeling techniques, algorithms, and statistical methods. The course is at the introductory undergraduate level. Students are expected to have basic knowledge of probability theory and calculus."," Students will be able to identify notions of sustainability as they arise in ecology, geology, economics, and other biological, physical, and social sciences. Students will be able to mathematically interpret and calculate levels of sustainability. Students will learn how to problem solve techniques of sustainability via computational models, algorithms, and statistical methods."
AEM2830,VBA and Python for Business Analytics,AEM,Spring.,{'Reza Moghimi'},"Data-driven decision making and the use of analytical approaches are critical skills for success in business. Analytics skills are increasing in demand and in many cases, are required for business professionals. The new technologies and development such as personal electrical devices, social media, online shopping, etc., resulted in exponential growth in the amount of data we generate and collect on a daily basis. Companies are highly interested in extracting knowledge from these sources. To be able to manipulate and analyze large structured and unstructured dataset, you need to learn how to code. In this course, by learning VBA (Visual Basic for Applications), you will take your Excel skills to the next level. You will learn how to design and code an algorithm and manipulate datasets. In the second part of the semester, you will learn a more advanced coding language called Python. Python is a very strong language for data analysis."," Program VBA, a strong tool that adds a great deal of functionality to Excel. Execute operations in Python, a strong open source coding language. Develop algorithmic thinking. Utilize and understand Basic Data Structures. Utilize and understand Conditional Branching and Looping. Build Procedures and Functions in VBA, and Functions in Python. Develop skills in building models to solve real-world business problems."
AEM3040,Dairy Markets and Policy Seminar,AEM,Spring.,{'Andrew Novakovic'},"This course is a survey of topics related to: 1) the structure and performance of U.S. dairy markets; and 2) federal and state policies that regulate market activities. This is not a course in how to market or sell farm milk or dairy products, although we will discuss some topics related to marketing and dairy demand analysis. Policy sections emphasize understanding why regulations were created and how they impact market activity, as well as describing what they do. Subject to instructor approval, a 1-credit special project add-on can be designed for undergraduate or graduate students who want to develop a deeper understanding of dairy markets or dairy policy.", Learn where to access data and information about dairy markets and policy and how to interpret publicly available information. Develop knowledge and understanding of federal dairy programs and key elements of the dairy supply chain. Improve ability to analyze dairy market interventions and the possible roles of the public sector in regulating competition.
AEM3060,Practitioner's Overview of Securities Markets and Asset Management,AEM,Spring (weeks 1-7).,{'A.J. Edwards'},"A broad overview of various aspects of the Fixed Income and Equities Markets and the role of Investment Banks. Topics, amongst others, will include: Securities Sales and Trading, Fiscal and Monetary Policy effects on Markets, Asset Management, Private Equity and Leveraged Buyouts, Mergers and Acquisitions, and Risk Management. Course will focus on real life practices and may include guest speakers, role playing and trading simulations.", Develop effective communication skills. Attain analytical and functional competency in basic business skills. Demonstrate the ability to solve practical business problems and make an impact in society. Develop skills to be critical consumers of business information and research.
AEM3080,Ethical Issues in Business Management and Organizations,AEM,Spring.,{'Pedro Perez'},"This course offers an overview of ethics-related issues, dilemmas, and potential solutions in business and management. Topics include the difference between market economy and market society; differences between bureaucracies, law, and ethics; the stakeholder paradigm; triple bottom line; social responsibility; organizational culture; and personal growth."," Compare, contrast and apply the profit orientation perspective in business management against perspectives, such as the triple bottom line, freedom and dignity Discuss foundational and contemporary sources of ethics and business ethics information and thought Describe, analyze and solve business case studies related to business ethics dilemmas"
AEM3100,Business Statistics,AEM,Spring.,{'Cindy Van Es'},"Focuses on techniques used to analyze data from marketing research, business, and economics. Topics include experimental design and ANOVA, contingency-table analysis, quality-control methods, time-series analysis, and forecasting. Also includes brief introductions to nonparametric methods and multivariate analysis. Involves a research project designed to give experience in collecting and interpreting data.", Critically analyze statistical models. Be able to communicate (orally and written) complex analyses. Distinguish appropriate approaches to answering research questions using quantitative methods.
AEM3110,Design and Innovation,AEM,Fall.,{'Denise Ramzy'},"This course introduces students to a design toolkit and mindset for creative problem solving that enables a shift from a 20th century, market-based perspective to a more sustainable, human-centered approach appropriate to this century's systemic challenges. Topics covered include: opportunity finding and innovation; the design thinking cycle of inspiration-interpretation-ideation-implementation; and visual communication. Students will learn to apply design strategies to their work to make it more integrated and collaborative. This course will require openness to new ways of (divergent) thinking."," Develop an empathic mindset. Implement qualitative and ethnographic design research techniques. Synthesize and communicate data and concepts through introduction to visualization and storytelling methods. Generate, test, and refine ideas, products, business models, etc., to become familiar with the iterative process. Explain how design strategies can augment and complement analytic and quantitative decision making."
AEM3120,Branding and Brand Management,AEM,Spring (week 8-14).,{'Patti Mandel'},"Branding has become one of the most important aspects of business strategy. Developing brand identity and strategy are critical steps in successful marketing of a product. Developing a brand strategy requires an understanding of: what is branding, how to develop brand equity, how to reach the target audience, the importance of consistent communications and brand planning. This course includes the concepts of brand, brand equity and strategic brand management. Topics covered include Brand Equity, Consumer Communications, Reaching Consumers and Brand Planning. Post this class participants will understand the importance of building brand equity and communicating throughout all consumer touch points. Class work includes a combination of case studies, lectures, and class discussions. Topics discussed will relate to real life business situations.", Participants will be able to evaluate branding strategies with enhancing strategic thinking skills.
AEM3230,Managerial Accounting,AEM,"Winter, Spring, Summer.",{'Eric Lewis'},"This course provides an introduction to the basic concepts, analyses, uses, and procedures of accounting and control used by internal company managers when they are faced with planning, directing, controlling, and decision-making activities in their organization. Topics covered focus on the relationship between strategy and decision-making and include product and service costing, budget setting, decision-making, profitability analysis, pricing, investment analysis, management control systems, and performance measurement.",
AEM3251,The Business Laboratory and New Venture Management,AEM,Spring.,{'Robert Karpman'},"This course is a team oriented approach to allow students to understand through a simulation what happens when a new business is launched with funding in place. During the course of the implementation they will be presented with obstacles that often occur in ""real-life "" situations and learn how to develop creative ways to solve and overcome those obstacles. By the end of the term, it is expected that each team will have experienced (through simulation) managing a new venture."," Develop a company mission and vision Develop an appropriate budget; manage revenue and seek additional funding sources if necessary. Interview and hire employees and consultants. Acquire space and negotiate contracts with suppliers. Deal with unexpected obstacles i.e. delays in material deliveries, sudden loss of key employees. Initiate a marketing plan for the company. Project development and achieving milestones."
AEM3260,Cooperative Business Management,AEM,Spring.,{'Todd Schmit'},"An evaluation of the fundamental principles, structure, finance, management and governance associated with the cooperative business model, with a focus on agricultural cooperatives. Analyses of the cooperative business organization within the modern economy are emphasized through a mix of lectures, guest speakers, case study discussions and, and experiential learning projects with cooperative businesses."," Identify economic justifications for the cooperative as a business entity. Illustrate unique characteristics surrounding the governance, finance, and management of cooperative businesses. Analyze contemporary issues facing modern cooperatives with an emphasis on challenges and opportunities facing cooperatives that compete with investor-owned firms."
AEM3290,International Agribusiness Study Trip,AEM,Spring (offered in odd-numbered years only).,{'Todd Schmit'},"Gives students interested in agribusiness management exposure to the managerial practices essential to the success of agriculture, agribusiness, and food companies competing in the global marketplace. The course involves an intense one-week international field study trip that takes place during Spring break of the Spring semester the course is offered. The study trip involves a combination of educational instruction at a host university, along with organized field study trips to agricultural and food system related operations, both public and private in organization, in the selected country. The course meets for a few sessions in advance of the field study trip. A paper analyzing an aspect of the field study is required."," Describe successful managerial practices in global agriculture, agribusiness, and food industry companies. Explain important factors involved in agricultural industry development, including comparative advantages in production, human, and technological resources, agricultural and trade policies, integrated agricultural systems, and global competitiveness. Analyze and communicate economic concepts of agricultural activities as they relate to domestic and international influences."
AEM3355,Applied Accounting: Finding Value Beyond Fundamentals,AEM,Spring.,{'James Sinclair'},"Applied Accounting examines the information content embedded in several SEC disclosure documents (i.e., 10-k, 10-q, 8-k, 13f, 4, DEF 14A) and various other exogenous information sources. Using the SEC's mandated Form 13F disclosures, we will develop skills to uncover investor type and skill; critically evaluate existing trading strategies employed by global investment managers; and advance new investment strategies exploiting publicly available information. The course is designed to enrich students' understanding of current uses of accounting information. Students will develop their ability to identify, interpret, and use exogenous information to back-test and develop their own information-based investment strategies. This course is designed for students with a strong interest in equity research and valuation, financial analysis, asset management, financial consulting, private equity, or investment banking."," Students will be able to achieve advanced proficiency in using financial statements and footnote disclosures to understand and evaluate corporate performance with respect to market expectations. Students will be able to develop an understanding of how capital markets price various earnings and other financial information components. Students will be able to systematically identify stock price reactions to financial accounting information and other exogenously-generated information content (i.e., Twitter posts; government regulation; sports results; etc.). Students will be able to develop and apply key skills to formulate, critically evaluate, and communicate effective accounting-based trading strategies. Students will be able to acquire professional-level investment research skills."
AEM3370,Intermediate Accounting II,AEM,Spring.,{'Eric Yeung'},"Continuation of the in-depth study of accounting theory, generally accepted accounting principles, and the techniques involved in measuring, recording, summarizing, and reporting financial data for business organizations. Learn the GAAP accounting for revenue, investments, pensions, taxes, accounting changes, and statement of cash flows. Understand accounting alternatives within GAAP and accounting alternatives to GAAP for the topics covered so that students are prepared to understand and use future changes in GAAP. Course objectives will be achieved by a combination of lectures and analyzing and discussing articles from the financial press and cases that are based on actual financial statements.",
AEM3385,Social Entrepreneurship Practicum: Anabel's Grocery,AEM,"Fall, Spring.",{'Anke Wessels'},"A seminar course with a practicum in management and operation of a campus-based, student-led social enterprise, Anabel's Grocery. Anabel's Grocery is a nonprofit project of the Center for Transformative Action that addresses food insecurity at Cornell by providing fresh, nutritious and affordable food, as well as educational programs on healthy and nutritious eating."," Apply basic best practices in the governance, management and assessment of a nonprofit social venture. Demonstrate relevant best practices at the intersections of design, wellness, hospitality, and food delivery, with a focus on community, accessibility and equity. Demonstrate relevant best practices at the intersections of design, wellness, hospitality, and food delivery, with a focus on community, accessibility and equity. In a setting where success requires effective teamwork, interact and work collaboratively with diverse peers, with a higher level of self-awareness and empathy. Demonstrate an understanding of the impact and causes of food insecurity within the context of the larger food system, and incorporate this understanding into the design of a more effective solution with attention to financial sustainability and social/environmental impact."
AEM3390,Research Methods in International Development,AEM,Spring.,{'Arnab Basu'},"This is a research methods course that uses basic statistics and quantitative techniques to analyze selected topics in international development. The aim of this course is to expose students to the various methodologies used by researchers in the field of international development: (i) core concepts such as poverty and inequality measurement (use of basic statistics); distributive justice (use of basic game theory) and governance issues in developing economies (use of basic public economics/welfare theorems/voting theories) and (ii) study of specific topics that are at the frontier of international development research where students will be required to gather data, design surveys and use basic econometrics tools in their assignments.", Attain analytical competency in applied economics. Demonstrate quantitative skills in basic math and statistics. Demonstrate ability to solve problems in development economics. Develop effective communication skills in applied economics. Demonstrate strategic thinking skills in applied economics.
AEM3520,Financial Statements Analysis,AEM,Spring.,{'Nick Guest'},"The course will focus on developing a framework for analyzing financial statements to make business decisions. The framework is intended to enhance the ability to qualitatively and quantitatively assess financial information. Goals of the course include learning to read financial statements for relevant information, understanding the impact of a business' accounting choices and estimates, analyzing financial ratios and cash flow measures and methods for valuation of a business. Cases are incorporated in class discussions and assignments in order to illustrate concepts and allow students to put into practice the tools presented.", Develop effective communication skills in finance. Attain analytical and functional competency in basic business and economic skills. Demonstrate working knowledge of ethics and ability to apply to real world settings. Demonstrate ability to solve practical business problems and make an impact in real world and society. Develop skills to be critical consumers of business information and research.
AEM3601,"Impact Learning: Project Reflection, Completion and Presentation",AEM,Spring (weeks 1-7).,"{'Cindy Van Es', 'Debra Perosio'}",The seven week spring semester class will focus on reflection of winter trip and preparation and presentation of your South Africa project.," Analyze social ventures, make practical and actionable recommendations to help social entrepreneurs. Interact and communicate with people of other cultures and ethnicities, with a higher level of self-awareness of local contexts. Analyze social ventures using a human centered consulting approach, and gain an understanding of the complexity of building a diverse society. Explain how ""big business"" creates an inclusive and diverse workforce within South Africa. Employ ethical reasoning in judging ideas, actions and their implications particularly when assisting small business owners."
AEM3605,BREXIT: UK Study Trip,AEM,Spring.,{'Terence Alexander'},"This seven week course will provide background information and discussion on the economic implications of the vote in the United Kingdom to exit from the European Union. The required readings, videos, and discussion will be followed by a ten-day trip to the UK.", Students will be able to provide a historical understanding of the development of the United Kingdom. Students will be able to analyze the reasons for the creation of the European Union (EU). Students will be able to evaluate the implications of participation in the EU for Britain. Students will be able to analyze the potential outcomes for England and Scotland from the Brexit vote.
